GO id;GO term
GO:0005635;C:nuclear envelope
GO:0005634;C:nucleus
GO:0005667;C:transcription regulator complex
GO:0061629;F:RNA polymerase II-specific DNA-binding transcription factor binding
GO:0003712;F:transcription coregulator activity
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0060196;P:positive regulation of antisense RNA transcription
GO:0060963;P:positive regulation of ribosomal protein gene transcription by RNA polymerase II
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0006110;P:regulation of glycolytic process
