GO id;GO term
GO:0005737;C:cytoplasm
GO:0005829;C:cytosol
GO:0005739;C:mitochondrion
GO:0005634;C:nucleus
GO:0005524;F:ATP binding
GO:0106310;F:protein serine kinase activity
GO:0004674;F:protein serine/threonine kinase activity
GO:0035556;P:intracellular signal transduction
GO:2000766;P:negative regulation of cytoplasmic translation
GO:0045719;P:negative regulation of glycogen biosynthetic process
GO:0016310;P:phosphorylation
GO:0060917;P:regulation of (1->6)-beta-D-glucan biosynthetic process
