GO id;GO term
GO:0005635;C:nuclear envelope
GO:0031965;C:nuclear membrane
GO:0005643;C:nuclear pore
GO:0044613;C:nuclear pore central transport channel
GO:0042802;F:identical protein binding
GO:0017056;F:structural constituent of nuclear pore
GO:0051028;P:mRNA transport
GO:0006607;P:NLS-bearing protein import into nucleus
GO:0006999;P:nuclear pore organization
GO:0006913;P:nucleocytoplasmic transport
GO:0006606;P:protein import into nucleus
GO:0036228;P:protein localization to nuclear inner membrane
