GO id;GO term
GO:0005829;C:cytosol
GO:0000324;C:fungal-type vacuole
GO:0000329;C:fungal-type vacuole membrane
GO:0005770;C:late endosome
GO:0005741;C:mitochondrial outer membrane
GO:0005739;C:mitochondrion
GO:0045335;C:phagocytic vesicle
GO:0005773;C:vacuole
GO:1990816;C:vacuole-mitochondrion membrane contact site
GO:0005525;F:GTP binding
GO:0003924;F:GTPase activity
GO:0044877;F:protein-containing complex binding
GO:0032258;P:cytoplasm to vacuole transport by the Cvt pathway
GO:0006897;P:endocytosis
GO:0016236;P:macroautophagy
GO:0034727;P:piecemeal microautophagy of the nucleus
GO:0072665;P:protein localization to vacuole
GO:0015031;P:protein transport
GO:0043254;P:regulation of protein-containing complex assembly
GO:0032889;P:regulation of vacuole fusion, non-autophagic
GO:0042147;P:retrograde transport, endosome to Golgi
GO:0000011;P:vacuole inheritance
GO:0016192;P:vesicle-mediated transport
