GO id;GO term
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0005886;C:plasma membrane
GO:0005524;F:ATP binding
GO:0004672;F:protein kinase activity
GO:0106310;F:protein serine kinase activity
GO:0004674;F:protein serine/threonine kinase activity
GO:0000082;P:G1/S transition of mitotic cell cycle
GO:0006873;P:intracellular monoatomic ion homeostasis
GO:0035556;P:intracellular signal transduction
GO:0006468;P:protein phosphorylation
GO:0015847;P:putrescine transport
GO:0008361;P:regulation of cell size
GO:0015848;P:spermidine transport
GO:0000296;P:spermine transport
