GO id;GO term
GO:0089713;C:Cbf1-Met4-Met28 complex
GO:0000775;C:chromosome, centromeric region
GO:0000776;C:kinetochore
GO:0005739;C:mitochondrion
GO:0005634;C:nucleus
GO:0019237;F:centromeric DNA binding
GO:0001228;F:DNA-binding transcription activator activity, RNA polymerase II-specific
GO:0003700;F:DNA-binding transcription factor activity
GO:0001227;F:DNA-binding transcription repressor activity, RNA polymerase II-specific
GO:0046983;F:protein dimerization activity
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0061629;F:RNA polymerase II-specific DNA-binding transcription factor binding
GO:0006338;P:chromatin remodeling
GO:0007059;P:chromosome segregation
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0042762;P:regulation of sulfur metabolic process
GO:0006357;P:regulation of transcription by RNA polymerase II
