GO id;GO term
GO:0005739;C:mitochondrion
GO:0005634;C:nucleus
GO:0005675;C:transcription factor TFIIH holo complex
GO:0070985;C:transcription factor TFIIK complex
GO:0016538;F:cyclin-dependent protein serine/threonine kinase regulator activity
GO:0006995;P:cellular response to nitrogen starvation
GO:0006289;P:nucleotide-excision repair
GO:1905866;P:positive regulation of Atg1/ULK1 kinase complex assembly
GO:0010508;P:positive regulation of autophagy
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0006366;P:transcription by RNA polymerase II
GO:0006367;P:transcription initiation at RNA polymerase II promoter
