GO id;GO term
GO:0000781;C:chromosome, telomeric region
GO:0043596;C:nuclear replication fork
GO:0005634;C:nucleus
GO:0005657;C:replication fork
GO:0031298;C:replication fork protection complex
GO:0003688;F:DNA replication origin binding
GO:0003690;F:double-stranded DNA binding
GO:0046872;F:metal ion binding
GO:0003697;F:single-stranded DNA binding
GO:0007049;P:cell cycle
GO:0006270;P:DNA replication initiation
GO:0006271;P:DNA strand elongation involved in DNA replication
GO:0000727;P:double-strand break repair via break-induced replication
GO:0030466;P:silent mating-type cassette heterochromatin formation
GO:0031509;P:subtelomeric heterochromatin formation
