GO id;GO term
GO:0005737;C:cytoplasm
GO:0000118;C:histone deacetylase complex
GO:0034399;C:nuclear periphery
GO:0005634;C:nucleus
GO:0033698;C:Rpd3L complex
GO:0070210;C:Rpd3L-Expanded complex
GO:0032221;C:Rpd3S complex
GO:0070822;C:Sin3-type complex
GO:0070211;C:Snt2C complex
GO:0004407;F:histone deacetylase activity
GO:0003713;F:transcription coactivator activity
GO:0003714;F:transcription corepressor activity
GO:0061188;P:negative regulation of rDNA heterochromatin formation
GO:0045128;P:negative regulation of reciprocal meiotic recombination
GO:0061186;P:negative regulation of silent mating-type cassette heterochromatin formation
GO:0016479;P:negative regulation of transcription by RNA polymerase I
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0044804;P:nucleophagy
GO:0006334;P:nucleosome assembly
GO:0016239;P:positive regulation of macroautophagy
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0034503;P:protein localization to nucleolar rDNA repeats
GO:0070550;P:rDNA chromatin condensation
GO:0030174;P:regulation of DNA-templated DNA replication initiation
GO:0006355;P:regulation of DNA-templated transcription
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0006979;P:response to oxidative stress
GO:0006368;P:transcription elongation by RNA polymerase II
