GO id;GO term
GO:0005935;C:cellular bud neck
GO:0005737;C:cytoplasm
GO:1990317;C:Gin4 complex
GO:0005634;C:nucleus
GO:0005524;F:ATP binding
GO:0004672;F:protein kinase activity
GO:0106310;F:protein serine kinase activity
GO:0004674;F:protein serine/threonine kinase activity
GO:0007117;P:budding cell bud growth
GO:0035556;P:intracellular signal transduction
GO:0044879;P:mitotic morphogenesis checkpoint signaling
GO:0016310;P:phosphorylation
GO:1901900;P:regulation of protein localization to cell division site
GO:0000921;P:septin ring assembly
GO:0000920;P:septum digestion after cytokinesis
