GO id;GO term
GO:0005634;C:nucleus
GO:0005674;C:transcription factor TFIIF complex
GO:0003677;F:DNA binding
GO:0072542;F:protein phosphatase activator activity
GO:0016251;F:RNA polymerase II general transcription initiation factor activity
GO:0001096;F:TFIIF-class transcription factor complex binding
GO:0032968;P:positive regulation of transcription elongation by RNA polymerase II
GO:0006355;P:regulation of DNA-templated transcription
GO:0051123;P:RNA polymerase II preinitiation complex assembly
GO:0006368;P:transcription elongation by RNA polymerase II
GO:0006367;P:transcription initiation at RNA polymerase II promoter
GO:0001174;P:transcriptional start site selection at RNA polymerase II promoter
