GO id;GO term
GO:0005635;C:nuclear envelope
GO:0005643;C:nuclear pore
GO:0044615;C:nuclear pore nuclear basket
GO:0005654;C:nucleoplasm
GO:0003729;F:mRNA binding
GO:0140586;F:promoter-terminator loop anchoring activity
GO:0043021;F:ribonucleoprotein complex binding
GO:0017056;F:structural constituent of nuclear pore
GO:0006281;P:DNA repair
GO:0006406;P:mRNA export from nucleus
GO:1901925;P:negative regulation of protein import into nucleus during spindle assembly checkpoint
GO:0071028;P:nuclear mRNA surveillance
GO:0006913;P:nucleocytoplasmic transport
GO:0016973;P:poly(A)+ mRNA export from nucleus
GO:0006606;P:protein import into nucleus
GO:0090204;P:protein localization to nuclear pore
GO:0034398;P:telomere tethering at nuclear periphery
