GO id;GO term
GO:0000781;C:chromosome, telomeric region
GO:0005634;C:nucleus
GO:0048188;C:Set1C/COMPASS complex
GO:0042800;F:histone H3K4 methyltransferase activity
GO:0140999;F:histone H3K4 trimethyltransferase activity
GO:0016279;F:protein-lysine N-methyltransferase activity
GO:0003723;F:RNA binding
GO:0030437;P:ascospore formation
GO:0044648;P:histone H3-K4 dimethylation
GO:0051568;P:histone H3-K4 methylation
GO:0097692;P:histone H3-K4 monomethylation
GO:0080182;P:histone H3-K4 trimethylation
GO:0042138;P:meiotic DNA double-strand break formation
GO:0010629;P:negative regulation of gene expression
GO:0090241;P:negative regulation of histone H4 acetylation
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:1905088;P:positive regulation of synaptonemal complex assembly
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0006479;P:protein methylation
GO:0000183;P:rDNA heterochromatin formation
GO:1902275;P:regulation of chromatin organization
GO:1903341;P:regulation of meiotic DNA double-strand break formation
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0030466;P:silent mating-type cassette heterochromatin formation
GO:0055092;P:sterol homeostasis
GO:0031509;P:subtelomeric heterochromatin formation
GO:0007130;P:synaptonemal complex assembly
GO:0000723;P:telomere maintenance
