GO id;GO term
GO:0005856;C:cytoskeleton
GO:0005829;C:cytosol
GO:0005768;C:endosome
GO:0000139;C:Golgi membrane
GO:0005739;C:mitochondrion
GO:0048471;C:perinuclear region of cytoplasm
GO:0005802;C:trans-Golgi network
GO:0003779;F:actin binding
GO:0005096;F:GTPase activator activity
GO:0046872;F:metal ion binding
GO:0007015;P:actin filament organization
GO:0048205;P:COPI coating of Golgi vesicle
GO:0006888;P:endoplasmic reticulum to Golgi vesicle-mediated transport
GO:0043001;P:Golgi to plasma membrane protein transport
GO:0006890;P:retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
