GO id;GO term
GO:0005737;C:cytoplasm
GO:0005868;C:cytoplasmic dynein complex
GO:0005881;C:cytoplasmic microtubule
GO:0005635;C:nuclear envelope
GO:0034399;C:nuclear periphery
GO:0005643;C:nuclear pore
GO:1990429;C:peroxisomal importomer complex
GO:0045505;F:dynein intermediate chain binding
GO:0044877;F:protein-containing complex binding
GO:0040001;P:establishment of mitotic spindle localization
GO:0000132;P:establishment of mitotic spindle orientation
GO:0051028;P:mRNA transport
GO:0030473;P:nuclear migration along microtubule
GO:0051292;P:nuclear pore complex assembly
GO:0006913;P:nucleocytoplasmic transport
GO:0015031;P:protein transport
