GO id;GO term
GO:0005634;C:nucleus
GO:0001228;F:DNA-binding transcription activator activity, RNA polymerase II-specific
GO:0000981;F:DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0001227;F:DNA-binding transcription repressor activity, RNA polymerase II-specific
GO:0043565;F:sequence-specific DNA binding
GO:0000976;F:transcription cis-regulatory region binding
GO:0008270;F:zinc ion binding
GO:0009098;P:leucine biosynthetic process
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:2001278;P:positive regulation of leucine biosynthetic process
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0006355;P:regulation of DNA-templated transcription
