GO id;GO term
GO:0000785;C:chromatin
GO:0005634;C:nucleus
GO:0033698;C:Rpd3L complex
GO:0070210;C:Rpd3L-Expanded complex
GO:0032221;C:Rpd3S complex
GO:0070822;C:Sin3-type complex
GO:0042802;F:identical protein binding
GO:0003713;F:transcription coactivator activity
GO:0003714;F:transcription corepressor activity
GO:0007049;P:cell cycle
GO:0051301;P:cell division
GO:0006303;P:double-strand break repair via nonhomologous end joining
GO:0061188;P:negative regulation of rDNA heterochromatin formation
GO:0061186;P:negative regulation of silent mating-type cassette heterochromatin formation
GO:0016479;P:negative regulation of transcription by RNA polymerase I
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0044804;P:nucleophagy
GO:0006334;P:nucleosome assembly
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0070550;P:rDNA chromatin condensation
GO:0030174;P:regulation of DNA-templated DNA replication initiation
GO:0006357;P:regulation of transcription by RNA polymerase II
