GO id;GO term
GO:0030134;C:COPII-coated ER to Golgi transport vesicle
GO:0005783;C:endoplasmic reticulum
GO:0005789;C:endoplasmic reticulum membrane
GO:0012507;C:ER to Golgi transport vesicle membrane
GO:0000139;C:Golgi membrane
GO:0016020;C:membrane
GO:0061852;C:retrograde transporter complex, Golgi to ER
GO:0042802;F:identical protein binding
GO:0006888;P:endoplasmic reticulum to Golgi vesicle-mediated transport
GO:0015031;P:protein transport
GO:0006890;P:retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
