GO id;GO term
GO:0000118;C:histone deacetylase complex
GO:0005634;C:nucleus
GO:0034967;C:Set3 complex
GO:0046872;F:metal ion binding
GO:0070403;F:NAD+ binding
GO:0017136;F:NAD-dependent histone deacetylase activity
GO:0046970;F:NAD-dependent histone H4K16 deacetylase activity
GO:0016740;F:transferase activity
GO:0009267;P:cellular response to starvation
GO:0006974;P:DNA damage response
GO:0045835;P:negative regulation of meiotic nuclear division
GO:0045950;P:negative regulation of mitotic recombination
GO:0030174;P:regulation of DNA-templated DNA replication initiation
GO:0043937;P:regulation of sporulation
GO:0070623;P:regulation of thiamine biosynthetic process
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0030466;P:silent mating-type cassette heterochromatin formation
GO:0030435;P:sporulation resulting in formation of a cellular spore
