GO id;GO term
GO:0005737;C:cytoplasm
GO:0005829;C:cytosol
GO:0005634;C:nucleus
GO:0048471;C:perinuclear region of cytoplasm
GO:0005886;C:plasma membrane
GO:0032991;C:protein-containing complex
GO:0005524;F:ATP binding
GO:0016887;F:ATP hydrolysis activity
GO:0140662;F:ATP-dependent protein folding chaperone
GO:0042802;F:identical protein binding
GO:0051082;F:unfolded protein binding
GO:0006458;P:'de novo' protein folding
GO:0000492;P:box C/D snoRNP assembly
GO:0034605;P:cellular response to heat
GO:0032212;P:positive regulation of telomere maintenance via telomerase
GO:0043248;P:proteasome assembly
GO:0006457;P:protein folding
GO:0051604;P:protein maturation
GO:0042026;P:protein refolding
GO:0050821;P:protein stabilization
GO:0006626;P:protein targeting to mitochondrion
GO:0032204;P:regulation of telomere maintenance
GO:0006970;P:response to osmotic stress
GO:0070482;P:response to oxygen levels
