GO id;GO term
GO:0005737;C:cytoplasm
GO:0005829;C:cytosol
GO:0005634;C:nucleus
GO:0019888;F:protein phosphatase regulator activity
GO:0043130;F:ubiquitin binding
GO:0030437;P:ascospore formation
GO:0000045;P:autophagosome assembly
GO:0005977;P:glycogen metabolic process
GO:0007030;P:Golgi organization
GO:0061025;P:membrane fusion
GO:0031468;P:nuclear membrane reassembly
GO:0034727;P:piecemeal microautophagy of the nucleus
GO:0043161;P:proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0031134;P:sister chromatid biorientation
GO:0030433;P:ubiquitin-dependent ERAD pathway
