GO id;GO term
GO:0005783;C:endoplasmic reticulum
GO:0030867;C:rough endoplasmic reticulum membrane
GO:0005784;C:Sec61 translocon complex
GO:0071256;C:translocon complex
GO:1904680;F:peptide transmembrane transporter activity
GO:0008320;F:protein transmembrane transporter activity
GO:0015450;F:protein-transporting ATPase activity
GO:0043022;F:ribosome binding
GO:0005048;F:signal sequence binding
GO:0070843;P:misfolded protein transport
GO:0031204;P:post-translational protein targeting to membrane, translocation
GO:0044743;P:protein transmembrane import into intracellular organelle
GO:0030970;P:retrograde protein transport, ER to cytosol
GO:0006616;P:SRP-dependent cotranslational protein targeting to membrane, translocation
GO:0030433;P:ubiquitin-dependent ERAD pathway
