GO id;GO term
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0000151;C:ubiquitin ligase complex
GO:0005524;F:ATP binding
GO:0070628;F:proteasome binding
GO:0030674;F:protein-macromolecule adaptor activity
GO:0043130;F:ubiquitin binding
GO:0061631;F:ubiquitin conjugating enzyme activity
GO:0031625;F:ubiquitin protein ligase binding
GO:0004842;F:ubiquitin-protein transferase activity
GO:0071629;P:cytoplasm protein quality control by the ubiquitin-proteasome system
GO:0072671;P:mitochondria-associated ubiquitin-dependent protein catabolic process
GO:0006513;P:protein monoubiquitination
GO:0000209;P:protein polyubiquitination
GO:0016567;P:protein ubiquitination
GO:0072344;P:rescue of stalled ribosome
GO:1990116;P:ribosome-associated ubiquitin-dependent protein catabolic process
GO:0006511;P:ubiquitin-dependent protein catabolic process
GO:0043162;P:ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
