GO id;GO term
GO:0005737;C:cytoplasm
GO:0043224;C:nuclear SCF ubiquitin ligase complex
GO:0005634;C:nucleus
GO:0019005;C:SCF ubiquitin ligase complex
GO:0042802;F:identical protein binding
GO:0043130;F:ubiquitin binding
GO:1990756;F:ubiquitin ligase-substrate adaptor activity
GO:0019344;P:cysteine biosynthetic process
GO:0000082;P:G1/S transition of mitotic cell cycle
GO:0009086;P:methionine biosynthetic process
GO:0000209;P:protein polyubiquitination
GO:0007346;P:regulation of mitotic cell cycle
GO:0031335;P:regulation of sulfur amino acid metabolic process
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0046685;P:response to arsenic-containing substance
GO:0046686;P:response to cadmium ion
GO:0031146;P:SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0006511;P:ubiquitin-dependent protein catabolic process
