GO id;GO term
GO:0005829;C:cytosol
GO:0005634;C:nucleus
GO:0047433;F:branched-chain-2-oxoacid decarboxylase activity
GO:0000287;F:magnesium ion binding
GO:0061629;F:RNA polymerase II-specific DNA-binding transcription factor binding
GO:0030976;F:thiamine pyrophosphate binding
GO:0000955;P:amino acid catabolic process via Ehrlich pathway
GO:0009083;P:branched-chain amino acid catabolic process
GO:0090180;P:positive regulation of thiamine biosynthetic process
GO:0045944;P:positive regulation of transcription by RNA polymerase II
