GO id;GO term
GO:0000781;C:chromosome, telomeric region
GO:0035974;C:meiotic spindle pole body
GO:0005634;C:nucleus
GO:0042162;F:telomeric DNA binding
GO:0007129;P:homologous chromosome pairing at meiosis
GO:0070197;P:meiotic attachment of telomere to nuclear envelope
GO:0045141;P:meiotic telomere clustering
GO:2000711;P:positive regulation of maintenance of meiotic sister chromatid cohesion, centromeric
GO:0007131;P:reciprocal meiotic recombination
GO:0010520;P:regulation of reciprocal meiotic recombination
