GO id;GO term
GO:0051286;C:cell tip
GO:0005935;C:cellular bud neck
GO:0005934;C:cellular bud tip
GO:0005737;C:cytoplasm
GO:0000131;C:incipient cellular bud site
GO:1990615;C:Kelch-containing formin regulatory complex
GO:0015630;C:microtubule cytoskeleton
GO:0005634;C:nucleus
GO:0000164;C:protein phosphatase type 1 complex
GO:0019888;F:protein phosphatase regulator activity
GO:0000282;P:cellular bud site selection
GO:0007010;P:cytoskeleton organization
GO:0030950;P:establishment or maintenance of actin cytoskeleton polarity
GO:0030837;P:negative regulation of actin filament polymerization
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0008360;P:regulation of cell shape
GO:0032465;P:regulation of cytokinesis
GO:0006355;P:regulation of DNA-templated transcription
GO:0090337;P:regulation of formin-nucleated actin cable assembly
GO:0032880;P:regulation of protein localization
GO:0060627;P:regulation of vesicle-mediated transport
