GO id;GO term
GO:0000324;C:fungal-type vacuole
GO:0000329;C:fungal-type vacuole membrane
GO:0005886;C:plasma membrane
GO:0005774;C:vacuolar membrane
GO:0015171;F:amino acid transmembrane transporter activity
GO:0061459;F:L-arginine transmembrane transporter activity
GO:0005313;F:L-glutamate transmembrane transporter activity
GO:0005290;F:L-histidine transmembrane transporter activity
GO:0015189;F:L-lysine transmembrane transporter activity
GO:0015194;F:L-serine transmembrane transporter activity
GO:0005302;F:L-tyrosine transmembrane transporter activity
GO:0003333;P:amino acid transmembrane transport
GO:0006865;P:amino acid transport
GO:0043937;P:regulation of sporulation
