GO id;GO term
GO:0030134;C:COPII-coated ER to Golgi transport vesicle
GO:0005783;C:endoplasmic reticulum
GO:0005789;C:endoplasmic reticulum membrane
GO:0005768;C:endosome
GO:0000328;C:fungal-type vacuole lumen
GO:0005771;C:multivesicular body
GO:0005886;C:plasma membrane
GO:0015171;F:amino acid transmembrane transporter activity
GO:0001761;F:beta-alanine transmembrane transporter activity
GO:0015192;F:L-phenylalanine transmembrane transporter activity
GO:0015193;F:L-proline transmembrane transporter activity
GO:0015203;F:polyamine transmembrane transporter activity
GO:0003333;P:amino acid transmembrane transport
GO:0006865;P:amino acid transport
GO:0015846;P:polyamine transport
