GO id;GO term
GO:0005634;C:nucleus
GO:0090575;C:RNA polymerase II transcription regulator complex
GO:0000987;F:cis-regulatory region sequence-specific DNA binding
GO:0000981;F:DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0046983;F:protein dimerization activity
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0006525;P:arginine metabolic process
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:1900079;P:regulation of arginine biosynthetic process
GO:1900081;P:regulation of arginine catabolic process
GO:0000821;P:regulation of arginine metabolic process
