GO id;GO term
GO:0000148;C:1,3-beta-D-glucan synthase complex
GO:0071944;C:cell periphery
GO:0005933;C:cellular bud
GO:0005935;C:cellular bud neck
GO:0005934;C:cellular bud tip
GO:0005829;C:cytosol
GO:0005783;C:endoplasmic reticulum
GO:0010008;C:endosome membrane
GO:0009277;C:fungal-type cell wall
GO:0000329;C:fungal-type vacuole membrane
GO:0005794;C:Golgi apparatus
GO:0000131;C:incipient cellular bud site
GO:0043332;C:mating projection tip
GO:0016020;C:membrane
GO:0005741;C:mitochondrial outer membrane
GO:0005739;C:mitochondrion
GO:0005778;C:peroxisomal membrane
GO:0005777;C:peroxisome
GO:0005886;C:plasma membrane
GO:0031160;C:spore wall
GO:0031681;F:G-protein beta-subunit binding
GO:0005525;F:GTP binding
GO:0003924;F:GTPase activity
GO:0019901;F:protein kinase binding
GO:0006075;P:(1->3)-beta-D-glucan biosynthetic process
GO:0030036;P:actin cytoskeleton organization
GO:0007015;P:actin filament organization
GO:0030476;P:ascospore wall assembly
GO:0007117;P:budding cell bud growth
GO:0032186;P:cellular bud neck septin ring organization
GO:0009272;P:fungal-type cell wall biogenesis
GO:0045807;P:positive regulation of endocytosis
GO:1903501;P:positive regulation of mitotic actomyosin contractile ring assembly
GO:0090037;P:positive regulation of protein kinase C signaling
GO:0008361;P:regulation of cell size
GO:0090334;P:regulation of cell wall (1->3)-beta-D-glucan biosynthetic process
GO:0060178;P:regulation of exocyst localization
GO:0060237;P:regulation of fungal-type cell wall organization
GO:0032880;P:regulation of protein localization
GO:1903395;P:regulation of secondary cell septum biogenesis
GO:0032889;P:regulation of vacuole fusion, non-autophagic
GO:0007165;P:signal transduction
GO:0007264;P:small GTPase mediated signal transduction
