GO id;GO term
GO:0005829;C:cytosol
GO:0005783;C:endoplasmic reticulum
GO:0005768;C:endosome
GO:0005811;C:lipid droplet
GO:0005739;C:mitochondrion
GO:0005628;C:prospore membrane
GO:0008526;F:phosphatidylinositol transfer activity
GO:0043001;P:Golgi to plasma membrane protein transport
GO:0006893;P:Golgi to plasma membrane transport
GO:0045717;P:negative regulation of fatty acid biosynthetic process
GO:1901352;P:negative regulation of phosphatidylglycerol biosynthetic process
GO:0046488;P:phosphatidylinositol metabolic process
GO:0009395;P:phospholipid catabolic process
GO:0015914;P:phospholipid transport
GO:2001247;P:positive regulation of phosphatidylcholine biosynthetic process
