GO id;GO term
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0005667;C:transcription regulator complex
GO:0017053;C:transcription repressor complex
GO:0003677;F:DNA binding
GO:0042802;F:identical protein binding
GO:0019210;F:kinase inhibitor activity
GO:0000166;F:nucleotide binding
GO:0061629;F:RNA polymerase II-specific DNA-binding transcription factor binding
GO:0006012;P:galactose metabolic process
GO:0042326;P:negative regulation of phosphorylation
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0000435;P:positive regulation of transcription from RNA polymerase II promoter by galactose
GO:0000431;P:regulation of transcription from RNA polymerase II promoter by galactose
