GO id;GO term
GO:0000837;C:Doa10p ubiquitin ligase complex
GO:0005783;C:endoplasmic reticulum
GO:0005789;C:endoplasmic reticulum membrane
GO:0000836;C:Hrd1p ubiquitin ligase complex
GO:0000839;C:Hrd1p ubiquitin ligase ERAD-L complex
GO:0005811;C:lipid droplet
GO:0005741;C:mitochondrial outer membrane
GO:0005886;C:plasma membrane
GO:0030674;F:protein-macromolecule adaptor activity
GO:0043130;F:ubiquitin binding
GO:0071712;P:ER-associated misfolded protein catabolic process
GO:0034389;P:lipid droplet organization
GO:0072671;P:mitochondria-associated ubiquitin-dependent protein catabolic process
GO:0034982;P:mitochondrial protein processing
GO:0043161;P:proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0030433;P:ubiquitin-dependent ERAD pathway
