GO id;GO term
GO:0000785;C:chromatin
GO:0005737;C:cytoplasm
GO:0000408;C:EKC/KEOPS complex
GO:0005654;C:nucleoplasm
GO:0005634;C:nucleus
GO:0031490;F:chromatin DNA binding
GO:0046872;F:metal ion binding
GO:0061711;F:N(6)-L-threonylcarbamoyladenine synthase activity
GO:0051276;P:chromosome organization
GO:1990145;P:maintenance of translational fidelity
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0000723;P:telomere maintenance
GO:0000722;P:telomere maintenance via recombination
GO:0006400;P:tRNA modification
GO:0070525;P:tRNA threonylcarbamoyladenosine metabolic process
GO:0002949;P:tRNA threonylcarbamoyladenosine modification
