GO id;GO term
GO:0005829;C:cytosol
GO:0005634;C:nucleus
GO:0003700;F:DNA-binding transcription factor activity
GO:0000156;F:phosphorelay response regulator activity
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0043565;F:sequence-specific DNA binding
GO:0008361;P:regulation of cell size
GO:1900101;P:regulation of endoplasmic reticulum unfolded protein response
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0000304;P:response to singlet oxygen
GO:0006368;P:transcription elongation by RNA polymerase II
