GO id;GO term
GO:0005680;C:anaphase-promoting complex
GO:0005737;C:cytoplasm
GO:0031625;F:ubiquitin protein ligase binding
GO:0031145;P:anaphase-promoting complex-dependent catabolic process
GO:0051301;P:cell division
GO:0010458;P:exit from mitosis
GO:0007091;P:metaphase/anaphase transition of mitotic cell cycle
GO:0120151;P:positive regulation of mitotic actomyosin contractile ring disassembly
GO:0070979;P:protein K11-linked ubiquitination
GO:0016567;P:protein ubiquitination
GO:0051445;P:regulation of meiotic cell cycle
GO:0007346;P:regulation of mitotic cell cycle
