GO id;GO term
GO:0000794;C:condensed nuclear chromosome
GO:0000800;C:lateral element
GO:0000795;C:synaptonemal complex
GO:0031490;F:chromatin DNA binding
GO:0042802;F:identical protein binding
GO:0005198;F:structural molecule activity
GO:0007129;P:homologous chromosome pairing at meiosis
GO:0035825;P:homologous recombination
GO:0051598;P:meiotic recombination checkpoint signaling
GO:0007131;P:reciprocal meiotic recombination
GO:0030435;P:sporulation resulting in formation of a cellular spore
GO:0007130;P:synaptonemal complex assembly
