GO id;GO term
GO:0005730;C:nucleolus
GO:0030869;C:RENT complex
GO:0019211;F:phosphatase activator activity
GO:0004864;F:protein phosphatase inhibitor activity
GO:0000182;F:rDNA binding
GO:0007049;P:cell cycle
GO:0051301;P:cell division
GO:0001100;P:negative regulation of exit from mitosis
GO:0031030;P:negative regulation of septation initiation signaling
GO:0007000;P:nucleolus organization
GO:1904751;P:positive regulation of protein localization to nucleolus
GO:0000183;P:rDNA heterochromatin formation
