GO id;GO term
GO:0005783;C:endoplasmic reticulum
GO:0005789;C:endoplasmic reticulum membrane
GO:0016020;C:membrane
GO:0003841;F:1-acylglycerol-3-phosphate O-acyltransferase activity
GO:0047184;F:1-acylglycerophosphocholine O-acyltransferase activity
GO:0106262;F:1-acylglycerophosphoethanolamine O-acyltransferase activity
GO:0106263;F:1-acylglycerophosphoserine O-acyltransferase activity
GO:0008374;F:O-acyltransferase activity
GO:0046474;P:glycerophospholipid biosynthetic process
GO:0030258;P:lipid modification
