GO id;GO term
GO:0016593;C:Cdc73/Paf1 complex
GO:0000791;C:euchromatin
GO:0005634;C:nucleus
GO:0003682;F:chromatin binding
GO:1990269;F:RNA polymerase II C-terminal domain phosphoserine binding
GO:0000993;F:RNA polymerase II complex binding
GO:0031124;P:mRNA 3'-end processing
GO:0045910;P:negative regulation of DNA recombination
GO:2001209;P:positive regulation of transcription elongation by RNA polymerase I
GO:0032968;P:positive regulation of transcription elongation by RNA polymerase II
GO:0034402;P:recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex
GO:0090262;P:regulation of transcription-coupled nucleotide-excision repair
GO:0006362;P:transcription elongation by RNA polymerase I
GO:0006368;P:transcription elongation by RNA polymerase II
