GO id;GO term
GO:0005737;C:cytoplasm
GO:0005829;C:cytosol
GO:0070733;F:AMPylase activity
GO:0005524;F:ATP binding
GO:0042802;F:identical protein binding
GO:0046872;F:metal ion binding
GO:0016779;F:nucleotidyltransferase activity
GO:0016783;F:sulfurtransferase activity
GO:0004792;F:thiosulfate sulfurtransferase activity
GO:0042292;F:URM1 activating enzyme activity
GO:0007114;P:cell budding
GO:0034599;P:cellular response to oxidative stress
GO:0001403;P:invasive growth in response to glucose limitation
GO:0032447;P:protein urmylation
GO:2000220;P:regulation of pseudohyphal growth
GO:0034227;P:tRNA thio-modification
GO:0002143;P:tRNA wobble position uridine thiolation
GO:0002098;P:tRNA wobble uridine modification
