GO id;GO term
GO:0005737;C:cytoplasm
GO:0032473;C:cytoplasmic side of mitochondrial outer membrane
GO:0010008;C:endosome membrane
GO:0005634;C:nucleus
GO:0044877;F:protein-containing complex binding
GO:0043130;F:ubiquitin binding
GO:0140036;F:ubiquitin-dependent protein binding
GO:0006303;P:double-strand break repair via nonhomologous end joining
GO:0072671;P:mitochondria-associated ubiquitin-dependent protein catabolic process
GO:0043161;P:proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0034517;P:ribophagy
GO:0010992;P:ubiquitin recycling
