GO id;GO term
GO:0005737;C:cytoplasm
GO:0000791;C:euchromatin
GO:0051219;F:phosphoprotein binding
GO:0035753;P:maintenance of DNA trinucleotide repeats
GO:0031930;P:mitochondria-nucleus signaling pathway
GO:0001079;P:nitrogen catabolite regulation of transcription from RNA polymerase II promoter
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0006606;P:protein import into nucleus
GO:0034504;P:protein localization to nucleus
GO:0006357;P:regulation of transcription by RNA polymerase II
