GO id;GO term
GO:0005737;C:cytoplasm
GO:0005730;C:nucleolus
GO:0005634;C:nucleus
GO:0030687;C:preribosome, large subunit precursor
GO:0101031;C:protein folding chaperone complex
GO:0042802;F:identical protein binding
GO:0003729;F:mRNA binding
GO:0000480;P:endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000447;P:endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000472;P:endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0008298;P:intracellular mRNA localization
GO:0051028;P:mRNA transport
GO:0017148;P:negative regulation of translation
GO:0042273;P:ribosomal large subunit biogenesis
GO:0000055;P:ribosomal large subunit export from nucleus
