GO id;GO term
GO:0005737;C:cytoplasm
GO:0031261;C:DNA replication preinitiation complex
GO:0005634;C:nucleus
GO:0003688;F:DNA replication origin binding
GO:0003697;F:single-stranded DNA binding
GO:0006270;P:DNA replication initiation
GO:0071163;P:DNA replication preinitiation complex assembly
GO:0000727;P:double-strand break repair via break-induced replication
GO:0033314;P:mitotic DNA replication checkpoint signaling
GO:1902977;P:mitotic DNA replication preinitiation complex assembly
GO:0031333;P:negative regulation of protein-containing complex assembly
GO:1903466;P:regulation of mitotic DNA replication initiation
