GO id;GO term
GO:0005829;C:cytosol
GO:0005634;C:nucleus
GO:0001228;F:DNA-binding transcription activator activity, RNA polymerase II-specific
GO:0000981;F:DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0043565;F:sequence-specific DNA binding
GO:0071244;P:cellular response to carbon dioxide
GO:0071400;P:cellular response to oleic acid
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0061429;P:positive regulation of transcription from RNA polymerase II promoter by oleic acid
GO:0006357;P:regulation of transcription by RNA polymerase II
