GO id;GO term
GO:0005635;C:nuclear envelope
GO:0005634;C:nucleus
GO:0005667;C:transcription regulator complex
GO:0001228;F:DNA-binding transcription activator activity, RNA polymerase II-specific
GO:0000981;F:DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0000433;P:carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
GO:0034728;P:nucleosome organization
GO:0060963;P:positive regulation of ribosomal protein gene transcription by RNA polymerase II
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0061435;P:positive regulation of transcription from a mobile element promoter
GO:0006110;P:regulation of glycolytic process
