GO id;GO term
GO:0030479;C:actin cortical patch
GO:0005884;C:actin filament
GO:0032432;C:actin filament bundle
GO:0005934;C:cellular bud tip
GO:0005737;C:cytoplasm
GO:0043332;C:mating projection tip
GO:0005886;C:plasma membrane
GO:0051015;F:actin filament binding
GO:0046872;F:metal ion binding
GO:0030674;F:protein-macromolecule adaptor activity
GO:0051017;P:actin filament bundle assembly
GO:0051639;P:actin filament network formation
GO:0007015;P:actin filament organization
GO:0070649;P:formin-nucleated actin cable assembly
