GO id;GO term
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0090575;C:RNA polymerase II transcription regulator complex
GO:0001228;F:DNA-binding transcription activator activity, RNA polymerase II-specific
GO:0003700;F:DNA-binding transcription factor activity
GO:0060090;F:molecular adaptor activity
GO:0000976;F:transcription cis-regulatory region binding
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:1900101;P:regulation of endoplasmic reticulum unfolded protein response
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0046686;P:response to cadmium ion
GO:0009408;P:response to heat
GO:0000304;P:response to singlet oxygen
