GO id;GO term
GO:0071944;C:cell periphery
GO:0005935;C:cellular bud neck
GO:0005829;C:cytosol
GO:0005783;C:endoplasmic reticulum
GO:0000131;C:incipient cellular bud site
GO:0005886;C:plasma membrane
GO:0005525;F:GTP binding
GO:0003924;F:GTPase activity
GO:0019901;F:protein kinase binding
GO:0007015;P:actin filament organization
GO:0030011;P:maintenance of cell polarity
GO:0090338;P:positive regulation of formin-nucleated actin cable assembly
GO:0090337;P:regulation of formin-nucleated actin cable assembly
GO:0007165;P:signal transduction
GO:0007264;P:small GTPase mediated signal transduction
