GO id;GO term
GO:0016593;C:Cdc73/Paf1 complex
GO:0000791;C:euchromatin
GO:0005634;C:nucleus
GO:0003677;F:DNA binding
GO:0003723;F:RNA binding
GO:1990269;F:RNA polymerase II C-terminal domain phosphoserine binding
GO:0006353;P:DNA-templated transcription termination
GO:0070911;P:global genome nucleotide-excision repair
GO:0042138;P:meiotic DNA double-strand break formation
GO:0031124;P:mRNA 3'-end processing
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:2001209;P:positive regulation of transcription elongation by RNA polymerase I
GO:0032968;P:positive regulation of transcription elongation by RNA polymerase II
GO:0034402;P:recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0090262;P:regulation of transcription-coupled nucleotide-excision repair
GO:0031126;P:sno(s)RNA 3'-end processing
GO:0001015;P:snoRNA transcription by RNA polymerase II
GO:0006368;P:transcription elongation by RNA polymerase II
