GO id;GO term
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0005524;F:ATP binding
GO:0004672;F:protein kinase activity
GO:0106310;F:protein serine kinase activity
GO:0004674;F:protein serine/threonine kinase activity
GO:0004712;F:protein serine/threonine/tyrosine kinase activity
GO:0004713;F:protein tyrosine kinase activity
GO:0016310;P:phosphorylation
GO:0010811;P:positive regulation of cell-substrate adhesion
GO:0045893;P:positive regulation of DNA-templated transcription
GO:0032106;P:positive regulation of response to extracellular stimulus
GO:0010737;P:protein kinase A signaling
