GO id;GO term
GO:0005829;C:cytosol
GO:0005634;C:nucleus
GO:0033698;C:Rpd3L complex
GO:0070210;C:Rpd3L-Expanded complex
GO:0070822;C:Sin3-type complex
GO:0042826;F:histone deacetylase binding
GO:0043709;P:cell adhesion involved in single-species biofilm formation
GO:0031507;P:heterochromatin formation
GO:0061188;P:negative regulation of rDNA heterochromatin formation
GO:0061186;P:negative regulation of silent mating-type cassette heterochromatin formation
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0006334;P:nucleosome assembly
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:2000217;P:regulation of invasive growth in response to glucose limitation
GO:0006357;P:regulation of transcription by RNA polymerase II
