GO id;GO term
GO:0032126;C:eisosome
GO:0005783;C:endoplasmic reticulum
GO:0010008;C:endosome membrane
GO:0005739;C:mitochondrion
GO:0005886;C:plasma membrane
GO:0015171;F:amino acid transmembrane transporter activity
GO:0015174;F:basic amino acid transmembrane transporter activity
GO:0061459;F:L-arginine transmembrane transporter activity
GO:0003333;P:amino acid transmembrane transport
GO:0015802;P:basic amino acid transport
GO:1903826;P:L-arginine transmembrane transport
GO:0055085;P:transmembrane transport
