GO id;GO term
GO:0000118;C:histone deacetylase complex
GO:0005634;C:nucleus
GO:0003688;F:DNA replication origin binding
GO:0001227;F:DNA-binding transcription repressor activity, RNA polymerase II-specific
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0043565;F:sequence-specific DNA binding
GO:0110029;P:negative regulation of meiosis I
GO:0010944;P:negative regulation of transcription by competitive promoter binding
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0032298;P:positive regulation of DNA-templated DNA replication initiation
GO:0030174;P:regulation of DNA-templated DNA replication initiation
GO:0043937;P:regulation of sporulation
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0030466;P:silent mating-type cassette heterochromatin formation
GO:0030435;P:sporulation resulting in formation of a cellular spore
