GO id;GO term
GO:0097582;C:dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex
GO:0097583;C:dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt3p dimer complex
GO:0005783;C:endoplasmic reticulum
GO:0005789;C:endoplasmic reticulum membrane
GO:0004169;F:dolichyl-phosphate-mannose-protein mannosyltransferase activity
GO:0071712;P:ER-associated misfolded protein catabolic process
GO:0009272;P:fungal-type cell wall biogenesis
GO:0032527;P:protein exit from endoplasmic reticulum
GO:0035269;P:protein O-linked mannosylation
GO:1900101;P:regulation of endoplasmic reticulum unfolded protein response
