GO id;GO term
GO:1990316;C:Atg1/ULK1 kinase complex
GO:0005776;C:autophagosome
GO:0000421;C:autophagosome membrane
GO:0005737;C:cytoplasm
GO:0005829;C:cytosol
GO:0061908;C:phagophore
GO:0000407;C:phagophore assembly site
GO:0034045;C:phagophore assembly site membrane
GO:0120095;C:vacuole-isolation membrane contact site
GO:0005524;F:ATP binding
GO:0004672;F:protein kinase activity
GO:0106310;F:protein serine kinase activity
GO:0004674;F:protein serine/threonine kinase activity
GO:0000045;P:autophagosome assembly
GO:0006914;P:autophagy
GO:0000422;P:autophagy of mitochondrion
GO:0032258;P:cytoplasm to vacuole transport by the Cvt pathway
GO:0016236;P:macroautophagy
GO:0044804;P:nucleophagy
GO:0016310;P:phosphorylation
GO:0034727;P:piecemeal microautophagy of the nucleus
GO:0015031;P:protein transport
GO:0010506;P:regulation of autophagy
GO:0042594;P:response to starvation
GO:0061709;P:reticulophagy
