GO id;GO term
GO:0000243;C:commitment complex
GO:0005845;C:mRNA cap binding complex
GO:0005846;C:nuclear cap binding complex
GO:0005634;C:nucleus
GO:0048471;C:perinuclear region of cytoplasm
GO:0003729;F:mRNA binding
GO:0000339;F:RNA cap binding
GO:0006370;P:7-methylguanosine mRNA capping
GO:0031124;P:mRNA 3'-end processing
GO:0006406;P:mRNA export from nucleus
GO:0000398;P:mRNA splicing, via spliceosome
GO:0042789;P:mRNA transcription by RNA polymerase II
GO:0000956;P:nuclear-transcribed mRNA catabolic process
GO:0000184;P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
GO:0031053;P:primary miRNA processing
GO:0006970;P:response to osmotic stress
