GO id;GO term
GO:0005634;C:nucleus
GO:0001228;F:DNA-binding transcription activator activity, RNA polymerase II-specific
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0043565;F:sequence-specific DNA binding
GO:0008270;F:zinc ion binding
GO:0006351;P:DNA-templated transcription
GO:2001158;P:positive regulation of proline catabolic process to glutamate
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0006560;P:proline metabolic process
GO:0000972;P:transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery
