GO id;GO term
GO:0005737;C:cytoplasm
GO:0003729;F:mRNA binding
GO:0030674;F:protein-macromolecule adaptor activity
GO:0008298;P:intracellular mRNA localization
GO:0017148;P:negative regulation of translation
GO:0045947;P:negative regulation of translational initiation
GO:1902416;P:positive regulation of mRNA binding
GO:1900153;P:positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
GO:0010608;P:post-transcriptional regulation of gene expression
GO:1903450;P:regulation of G1 to G0 transition
