GO id;GO term
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0000981;F:DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0046872;F:metal ion binding
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0051301;P:cell division
GO:0051321;P:meiotic cell cycle
GO:0045835;P:negative regulation of meiotic nuclear division
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0045944;P:positive regulation of transcription by RNA polymerase II
