GO id;GO term
GO:0000307;C:cyclin-dependent protein kinase holoenzyme complex
GO:0008024;C:cyclin/CDK positive transcription elongation factor complex
GO:0005634;C:nucleus
GO:0061575;F:cyclin-dependent protein serine/threonine kinase activator activity
GO:0016538;F:cyclin-dependent protein serine/threonine kinase regulator activity
GO:0007049;P:cell cycle
GO:0006351;P:DNA-templated transcription
GO:0006353;P:DNA-templated transcription termination
GO:0032786;P:positive regulation of DNA-templated transcription, elongation
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0006368;P:transcription elongation by RNA polymerase II
