GO id;GO term
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0005886;C:plasma membrane
GO:0001228;F:DNA-binding transcription activator activity, RNA polymerase II-specific
GO:0000981;F:DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0046872;F:metal ion binding
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0045893;P:positive regulation of DNA-templated transcription
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0008033;P:tRNA processing
